transportation_mode,commute_distance_km,flights_per_year,diet_type,meat_consumption_kg_per_month,electricity_usage_kwh,gas_usage_therms,water_usage_gallons,recycling_percentage,new_clothes_per_month,car_type,monthly_carbon_footprint_kg,household_size,vehicle_fuel_efficiency_km_per_l,renewable_energy_percentage,heating_fuel_type
public,309.0,0,vegetarian,0.0,0.0,0.0,0.0,['Metal'],20.0,,1801.0,2,11.7,53,Electric
public,76.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Plastic', 'Glass', 'Metal']",31.0,,1405.0,2,12.0,59,Electric
walk/bicycle,86.0,0,pescatarian,0.0,0.0,0.0,0.0,['Paper'],40.0,,3703.0,3,13.0,40,Electric
private,4413.0,0,vegan,0.0,0.0,0.0,0.0,['Plastic'],20.0,electric,1084.0,2,23.6,46,
public,1770.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Metal']",21.0,,1438.0,2,12.2,62,Electric
walk/bicycle,32.567631455072124,1,vegetarian,13.866356513199092,840.813013071851,74.57604595464751,2578.1376848390464,65.6935070919331,0.4026288638311004,none,2098.5708140515358,3,10.1,65,Electric
walk/bicycle,0.0,0,omnivore,0.0,0.0,0.0,0.0,['Paper'],12.0,,1797.0,2,11.7,68,Electric
public,818.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Metal']",17.0,,1387.0,2,12.5,70,Electric
walk/bicycle,94.0,0,omnivore,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Glass']",39.0,,1431.0,2,12.1,54,Electric
walk/bicycle,37.0,0,vegan,0.0,0.0,0.0,0.0,['Plastic'],18.0,,3127.0,2,11.8,59,Electric
walk/bicycle,75.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Glass', 'Metal']",29.0,,1447.0,2,12.8,50,Electric
public,1939.0,0,vegetarian,0.0,0.0,0.0,0.0,['Plastic'],7.0,,1942.0,2,11.8,53,Electric
public,1922.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Plastic', 'Glass', 'Metal']",16.0,,1986.0,2,11.0,48,Electric
private,11.0,0,omnivore,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Glass', 'Metal']",1.0,hybrid,751.0,1,17.1,51,
walk/bicycle,83.0,0,vegan,0.0,0.0,0.0,0.0,[],43.0,,3097.0,3,11.8,55,Electric
private,38.89821471031997,1,vegan,14.361694395668522,559.1580280810882,126.76834107724244,2620.2523023107256,72.12414977332242,1.7649080889165791,petrol,2295.930741264673,3,8.7,60,Gas
walk/bicycle,31.818895744740377,3,omnivore,5.439389352703099,465.2966524375937,195.92034604783908,512.626420178035,96.50230760133063,0.7077227318505341,none,1863.006050435924,3,10.3,75,Gas
private,10.119508020124169,4,vegetarian,8.739527554506651,781.4404638723294,138.2224244886519,1790.3347923814626,99.3633910546307,6.258535012436047,petrol,2248.525388364296,3,11.2,100,Gas
private,46.15114967989113,3,vegetarian,12.493924595695283,159.09317982183686,147.04568867616445,1961.1391102324053,53.39929532509471,8.40304691820791,petrol,1928.5987714269227,4,8.9,69,Gas
walk/bicycle,58.0,0,vegan,0.0,0.0,0.0,0.0,['Metal'],4.0,,974.0,1,10.8,46,Electric
private,8258.0,0,vegan,0.0,0.0,0.0,0.0,"['Glass', 'Metal']",5.0,electric,2887.0,3,18.3,50,
private,7411.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Paper', 'Plastic']",22.0,hybrid,2698.0,3,13.7,57,
public,1681.0,0,omnivore,0.0,0.0,0.0,0.0,"['Paper', 'Glass']",30.0,,3268.0,3,10.3,60,Electric
public,1033.0,0,pescatarian,0.0,0.0,0.0,0.0,['Plastic'],36.0,,920.0,2,10.9,54,Electric
public,23.761010588279436,2,omnivore,7.292161457678676,719.1814168175196,158.4708923659983,4849.226392706311,5.320061181181924,2.6202265550069406,petrol,3487.5299864743415,4,11.1,10,Gas
walk/bicycle,39.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Paper', 'Plastic']",4.0,,2158.0,2,12.5,56,Electric
public,35.51034854102533,1,omnivore,3.7567890984320473,986.4017893514067,103.42455142665399,4065.738474158952,25.196583176703314,8.08745157092076,petrol,3098.8771738840414,5,9.3,26,Electric
walk/bicycle,26.0,0,omnivore,0.0,0.0,0.0,0.0,"['Paper', 'Metal']",32.0,,1502.0,2,11.3,69,Electric
walk/bicycle,12.0,0,vegan,0.0,0.0,0.0,0.0,"['Paper', 'Glass']",47.0,,2424.0,3,11.3,53,Electric
walk/bicycle,6.37979587127262,3,vegan,19.788743356542962,899.482087938278,181.54936535545693,4490.141659572078,99.71617592242323,5.529241537679248,diesel,3453.8370563794924,4,12.7,59,Gas
private,46.796418495003735,2,omnivore,0.9599024956549407,880.6389704047715,111.855734799016,4824.05208718987,81.84995200313469,2.8151157960549034,petrol,3376.8433274087024,5,8.6,67,Gas
public,1835.0,0,vegan,0.0,0.0,0.0,0.0,"['Paper', 'Glass', 'Metal']",12.0,,2043.0,2,11.3,65,Electric
private,26.277604237318293,1,vegetarian,19.12543086774599,178.73428085985057,124.61596497555398,2384.1886837946286,35.049544557339495,6.513906220180507,petrol,1842.3659820267544,3,9.8,34,Gas
private,35.53543955506453,4,vegetarian,19.68297488026163,415.93520669473935,151.00547548911226,3385.795680364596,74.68118795440598,9.089481395141203,petrol,2666.959971500967,4,8.9,70,Gas
walk/bicycle,75.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Paper', 'Plastic']",2.0,,1536.0,2,12.4,41,Electric
public,39.012160289563916,3,vegetarian,13.374525959523861,324.30734182925255,106.02916967857803,2363.4777930018495,91.50998110749835,8.065397256320814,petrol,1842.658968650022,4,9.7,66,Electric
public,6.738183292631483,2,omnivore,14.237501868004678,513.9679210620716,177.06513097059653,1148.8587323277036,61.33951639825984,9.008398885458261,diesel,2310.92349577085,3,13.1,67,Gas
public,37.0,0,vegan,0.0,0.0,0.0,0.0,"['Paper', 'Plastic']",4.0,,1255.0,1,11.5,55,Electric
walk/bicycle,82.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Paper', 'Glass', 'Metal']",48.0,,2933.0,3,12.0,65,Electric
walk/bicycle,21.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Glass', 'Metal']",8.0,,1486.0,2,11.4,61,Electric
public,282.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Plastic', 'Glass', 'Metal']",25.0,,1104.0,2,10.9,51,Electric
private,164.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Glass', 'Metal']",45.0,diesel,2779.0,3,13.5,59,
private,8613.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Plastic', 'Glass']",36.0,electric,1221.0,3,19.3,66,
walk/bicycle,66.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Glass']",16.0,,1203.0,2,12.3,66,Electric
private,932.0,0,pescatarian,0.0,0.0,0.0,0.0,['Glass'],1.0,hybrid,2669.0,2,17.1,64,
walk/bicycle,22.486004946292653,0,vegetarian,5.438226586677453,140.28447945319698,29.613884102833964,4224.478169650497,19.646715971208284,9.726201318480026,petrol,1838.8791251065595,3,10.9,36,Electric
private,38.23679609541668,1,vegetarian,0.7934665082870107,592.2780055759545,193.74895596313178,3526.055365725783,99.16098675796913,2.493483428240686,none,2842.894138960287,4,9.4,79,Gas
public,1979.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Plastic', 'Metal']",37.0,,1860.0,3,11.5,53,Electric
private,3384.0,0,vegan,0.0,0.0,0.0,0.0,"['Plastic', 'Glass']",43.0,petrol,2199.0,3,10.2,49,
private,36.5598416443632,1,omnivore,8.73310441675505,393.12418698086356,113.15430711046672,2085.3956215497765,66.43562850879844,9.348956633355701,petrol,2168.2396264494428,4,9.7,67,Gas
walk/bicycle,71.0,0,vegan,0.0,0.0,0.0,0.0,"['Paper', 'Plastic']",39.0,,3181.0,3,12.9,34,Electric
walk/bicycle,31.0,0,vegan,0.0,0.0,0.0,0.0,['Glass'],45.0,,1884.0,2,11.7,67,Electric
walk/bicycle,7.0,0,vegan,0.0,0.0,0.0,0.0,"['Plastic', 'Glass', 'Metal']",12.0,,2641.0,2,11.1,73,Electric
private,4113.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Paper', 'Plastic']",37.0,electric,2268.0,3,22.0,61,
public,27.80066916427314,2,vegetarian,12.141284086364468,780.7032804727944,84.57491069145884,4371.735658591271,78.18000980449065,2.1654076300951886,petrol,2784.513045387661,4,10.1,73,Electric
public,44.868208432534814,5,omnivore,12.714150733175734,981.050392713559,184.0895037916856,1346.4439371987578,70.19742715000972,5.291818545602895,petrol,2881.553986163503,4,9.1,51,Gas
walk/bicycle,20.434798478533416,2,vegan,16.977055049701704,784.8634409509592,16.728326830716654,4118.179597149724,69.39762331164135,6.065023866568307,petrol,2329.4701471827557,3,10.4,74,Electric
private,7115.0,0,vegan,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Glass', 'Metal']",43.0,hybrid,2515.0,3,12.5,59,
public,149.0,0,vegetarian,0.0,0.0,0.0,0.0,['Paper'],40.0,,3537.0,3,12.4,62,Electric
private,7994.0,0,vegan,0.0,0.0,0.0,0.0,"['Paper', 'Glass', 'Metal']",30.0,petrol,4492.0,4,9.0,58,
public,1838.0,0,vegan,0.0,0.0,0.0,0.0,['Metal'],34.0,,2604.0,3,11.9,64,Electric
public,1554.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Paper', 'Metal']",23.0,,3128.0,3,11.5,52,Electric
walk/bicycle,55.0,0,pescatarian,0.0,0.0,0.0,0.0,['Metal'],23.0,,2245.0,2,12.6,51,Electric
private,25.12551243521178,2,omnivore,4.012145627939995,863.223914456699,130.0965632237868,2924.905991499517,87.19988223360309,2.478019400644512,petrol,2781.7039247885104,4,9.1,62,Gas
public,1242.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Paper', 'Glass', 'Metal']",25.0,,2543.0,2,11.7,72,Electric
private,6908.0,0,pescatarian,0.0,0.0,0.0,0.0,[],8.0,diesel,3535.0,3,10.5,51,
public,348.0,0,vegan,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Metal']",37.0,,1376.0,2,12.8,59,Electric
public,92.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Glass']",35.0,,3416.0,3,11.7,47,Electric
public,57.0,0,vegan,0.0,0.0,0.0,0.0,"['Paper', 'Glass', 'Metal']",29.0,,2333.0,2,11.5,71,Electric
public,1976.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Paper', 'Metal']",44.0,,2585.0,3,11.5,60,Electric
walk/bicycle,36.750255575672774,4,omnivore,15.366344118346444,549.1101291252717,89.67263297110452,988.2118689381202,16.17156373478037,4.524564026446637,none,1869.1716073651664,3,9.5,36,Electric
private,6365.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Glass', 'Metal']",3.0,diesel,2493.0,3,11.1,52,
walk/bicycle,23.0,0,vegetarian,0.0,0.0,0.0,0.0,['Glass'],33.0,,1929.0,2,12.8,55,Electric
public,3.7110269262110696,3,omnivore,13.394092989637388,328.73901457386546,42.50260712254905,1594.26608002863,97.9759259605879,3.0713713837823384,electric,1533.639040154522,2,23.8,100,Electric
public,42.13463149685525,3,vegetarian,19.489357863288678,743.0712070852458,36.385514203057156,598.6657179777106,36.09212756517933,0.5444822264836224,none,1204.2894062245311,2,9.5,56,Electric
private,3940.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Plastic', 'Glass', 'Metal']",34.0,electric,1875.0,3,20.6,75,
walk/bicycle,25.575861922808397,0,vegan,5.1272456646604025,768.2045247455792,85.90604109171629,4797.701556754991,49.831766187311246,4.394630200782319,petrol,2862.8785727248514,4,11.2,38,Electric
private,16.02793766439899,2,omnivore,8.470350196404699,118.95430894858859,113.42792614573922,694.6749140687792,46.253526866110285,3.5799192242464137,none,1258.631607383017,2,10.8,62,Gas
public,1795.0,0,omnivore,0.0,0.0,0.0,0.0,['Glass'],1.0,,2390.0,2,11.2,60,Electric
private,6338.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Metal']",48.0,electric,2068.0,3,20.0,60,
walk/bicycle,5.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Paper', 'Plastic']",26.0,,2122.0,2,12.9,36,Electric
public,667.0,0,vegan,0.0,0.0,0.0,0.0,"['Paper', 'Glass']",7.0,,928.0,1,12.5,72,Electric
walk/bicycle,19.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Plastic', 'Metal']",40.0,,2125.0,2,12.2,70,Electric
private,40.61661203765747,3,vegetarian,17.332716172336692,430.3022495916715,21.799479028208914,724.3434157892408,6.050034175145546,6.7690718117115125,petrol,1061.3603973898084,3,9.3,28,Gas
public,17.40316327341731,2,vegan,10.594152292720526,331.24233441927333,84.22224177426214,3030.0600816197907,30.117830739675398,5.6792292331807195,petrol,1908.0835083831878,3,9.8,34,Electric
walk/bicycle,14.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Glass', 'Metal']",14.0,,1780.0,2,11.5,67,Electric
private,2800.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Paper', 'Plastic']",9.0,petrol,2210.0,2,11.3,65,
walk/bicycle,85.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Glass', 'Metal']",11.0,,1011.0,1,12.1,54,Electric
public,661.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Metal']",8.0,,1057.0,2,11.4,76,Electric
public,667.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Paper', 'Glass', 'Metal']",36.0,,3131.0,3,12.2,66,Electric
public,47.0,0,omnivore,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Glass', 'Metal']",21.0,,1110.0,2,12.9,69,Electric
public,32.78761036581147,1,omnivore,3.84363822942547,330.0591366270783,166.57214385653717,3458.974518130063,90.88977544697963,0.4364028097733319,none,2561.871460904869,3,9.2,69,Gas
walk/bicycle,2.0,0,vegan,0.0,0.0,0.0,0.0,['Glass'],15.0,,1980.0,2,11.8,57,Electric
private,24.958188213364974,1,omnivore,4.674988606271,594.0915454085223,83.76163954956255,4816.485310158304,20.535973073374294,2.600123167308582,none,2848.352868727872,4,10.3,26,Gas
public,707.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Paper', 'Glass', 'Metal']",6.0,,1384.0,2,11.3,60,Electric
walk/bicycle,29.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Plastic', 'Metal']",46.0,,2387.0,3,12.8,63,Electric
walk/bicycle,4.953464881499626,2,omnivore,4.981732713238303,328.25970754312596,110.48243041824463,1253.1627246105852,36.85308649723673,3.874433957182336,petrol,1537.0918392282854,2,11.6,49,Electric
private,8631.0,0,omnivore,0.0,0.0,0.0,0.0,['Paper'],31.0,lpg,4793.0,4,9.1,35,
private,8771.0,0,pescatarian,0.0,0.0,0.0,0.0,[],0.0,diesel,4156.0,3,10.1,58,
private,9350.0,0,pescatarian,0.0,0.0,0.0,0.0,['Metal'],27.0,lpg,3825.0,4,8.4,57,
walk/bicycle,13.0,0,pescatarian,0.0,0.0,0.0,0.0,['Glass'],30.0,,2048.0,2,12.4,64,Electric
public,1557.0,0,vegan,0.0,0.0,0.0,0.0,"['Plastic', 'Glass', 'Metal']",36.0,,1546.0,2,12.0,64,Electric
private,6.180177588874313,1,omnivore,14.701169026019155,222.17895174461376,16.864257405303128,2975.40257807826,47.68112806839322,3.813634406385984,none,1786.293086869152,3,12.3,43,Gas
public,1902.0,0,omnivore,0.0,0.0,0.0,0.0,"['Plastic', 'Metal']",0.0,,1742.0,2,11.3,65,Electric
walk/bicycle,64.0,0,vegan,0.0,0.0,0.0,0.0,"['Paper', 'Glass']",6.0,,1520.0,2,12.1,55,Electric
public,1945.0,0,omnivore,0.0,0.0,0.0,0.0,"['Paper', 'Plastic']",26.0,,2360.0,2,11.5,63,Electric
private,3.895469455082612,2,vegetarian,4.893946210324371,655.86538411698,121.88974165302216,3004.4765699308646,8.190621076399507,1.1200428367358861,none,2365.039763504426,3,11.0,22,Gas
public,801.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Plastic', 'Metal']",3.0,,942.0,1,12.4,66,Electric
private,8932.0,0,omnivore,0.0,0.0,0.0,0.0,"['Paper', 'Metal']",33.0,diesel,4440.0,4,10.7,61,
private,3643.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Paper', 'Plastic']",10.0,diesel,3181.0,3,13.0,47,
walk/bicycle,83.0,0,omnivore,0.0,0.0,0.0,0.0,"['Paper', 'Glass']",21.0,,1440.0,2,12.1,67,Electric
public,1718.0,0,vegan,0.0,0.0,0.0,0.0,"['Paper', 'Glass']",8.0,,2353.0,2,11.8,66,Electric
private,1851.0,0,vegan,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Glass']",22.0,hybrid,1464.0,2,18.0,57,
public,18.38352841269792,1,vegetarian,10.753144966804044,102.6769648563121,60.11920783767122,1379.9658166880995,92.26044386450654,4.448756303437812,none,965.8294103765581,2,10.0,87,Electric
private,5.904672914166537,1,omnivore,18.71878345432464,381.06552313794623,178.43252083819303,4518.614073296151,53.335698219997155,8.699444571690622,hybrid,3482.8040988556468,4,17.7,44,Gas
private,1.0786932886479639,3,omnivore,17.039794082359116,446.1722389736821,103.50892468872786,3544.824421459529,66.92492927725625,4.949495843204991,none,2760.7388273295887,3,12.1,62,Gas
walk/bicycle,62.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Metal']",35.0,,2588.0,3,12.1,54,Electric
private,9095.0,0,pescatarian,0.0,0.0,0.0,0.0,['Glass'],48.0,hybrid,3905.0,4,13.2,55,
walk/bicycle,0.0,0,vegan,0.0,0.0,0.0,0.0,['Metal'],2.0,,1413.0,1,12.8,68,Electric
private,7195.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Glass', 'Metal']",23.0,electric,1899.0,3,21.0,59,
public,0.6793817328069551,2,omnivore,2.5613183948863916,870.7548048468152,171.47611336219398,854.8122817986782,4.281254804940227,6.438227693917572,petrol,2178.5879063968496,3,13.6,17,Gas
private,14.792102710153465,1,omnivore,0.21830296011197348,764.1036709462279,47.921821492359705,4768.460074943806,79.849369649428,7.627124025058091,none,2709.463717587065,4,10.2,63,Gas
public,7.934365105513786,2,vegetarian,12.572489401195297,246.84111351536967,15.531470722795326,3313.551034481023,85.47695565292656,0.6208481820050904,none,1529.1113490759608,2,11.0,89,Electric
private,20.721425736568406,1,vegetarian,6.815250718938444,326.613777742632,176.7164311604554,1909.069443611749,28.0700839122597,4.391418688192257,diesel,2040.6700718650031,3,12.7,26,Gas
public,1656.0,0,vegan,0.0,0.0,0.0,0.0,"['Paper', 'Metal']",36.0,,1851.0,2,11.7,63,Electric
public,1544.0,0,omnivore,0.0,0.0,0.0,0.0,"['Plastic', 'Metal']",45.0,,2982.0,3,10.7,74,Electric
public,650.0,0,vegan,0.0,0.0,0.0,0.0,[],48.0,,2818.0,3,11.5,52,Electric
private,8856.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Paper', 'Glass']",32.0,lpg,4594.0,4,8.5,50,
private,4397.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Plastic', 'Glass']",1.0,lpg,4031.0,3,10.9,47,
private,9562.0,0,omnivore,0.0,0.0,0.0,0.0,[],31.0,diesel,4300.0,4,10.5,47,
public,4.856504575492748,2,omnivore,6.898662236089994,175.05219229957783,105.03807221400061,880.4879716786138,85.1878382170763,4.128369328793106,hybrid,1291.67587711479,2,16.5,80,Electric
walk/bicycle,42.0,0,omnivore,0.0,0.0,0.0,0.0,['Paper'],19.0,,1442.0,2,11.5,47,Electric
private,9758.0,0,vegetarian,0.0,0.0,0.0,0.0,['Glass'],46.0,lpg,5425.0,5,9.1,46,
private,6486.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Glass']",41.0,hybrid,2229.0,3,15.3,56,
public,43.39384587506602,5,omnivore,13.76334880446018,122.13856018043349,128.6295794218075,3796.856235123036,1.4842931435859463,9.093537537850525,none,2715.661933206363,4,10.1,16,Gas
walk/bicycle,46.62391335385254,0,vegetarian,13.12768683023197,760.3681202608915,69.66530797669648,4051.822798651252,40.163059810157755,1.5723335805412197,petrol,2508.7160293362967,4,8.5,44,Electric
private,3632.0,0,omnivore,0.0,0.0,0.0,0.0,[],18.0,electric,2014.0,2,22.1,49,
walk/bicycle,26.0,0,omnivore,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Metal']",31.0,,1208.0,2,11.9,74,Electric
private,3229.0,0,vegan,0.0,0.0,0.0,0.0,"['Paper', 'Plastic']",42.0,petrol,4352.0,4,11.3,52,
private,5343.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Paper', 'Glass', 'Metal']",22.0,hybrid,3585.0,3,14.6,48,
public,1960.0,0,vegan,0.0,0.0,0.0,0.0,"['Plastic', 'Metal']",47.0,,1877.0,3,11.2,64,Electric
public,1678.0,0,omnivore,0.0,0.0,0.0,0.0,"['Paper', 'Glass', 'Metal']",22.0,,3019.0,3,11.2,50,Electric
walk/bicycle,8.0,0,omnivore,0.0,0.0,0.0,0.0,"['Paper', 'Glass', 'Metal']",29.0,,1439.0,2,11.7,83,Electric
private,502.0,0,omnivore,0.0,0.0,0.0,0.0,['Glass'],1.0,diesel,3218.0,2,14.0,51,
public,14.382760248343784,1,vegetarian,13.212479923550266,350.8936218413125,117.55390523867891,2434.468033732851,13.609539453783803,6.316743395566072,petrol,1891.1472212641445,3,11.5,28,Electric
private,2764.0,0,vegan,0.0,0.0,0.0,0.0,"['Plastic', 'Metal']",39.0,diesel,1998.0,3,13.3,47,
private,2593.0,0,vegan,0.0,0.0,0.0,0.0,"['Glass', 'Metal']",34.0,diesel,3338.0,3,13.4,62,
walk/bicycle,52.0,0,vegan,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Glass']",15.0,,2563.0,2,12.4,48,Electric
private,8.256658958800555,0,omnivore,12.638408207320957,177.55166153503922,36.448162769562245,3027.5138361098316,76.5867950825249,0.6462030170966493,none,1768.1887238434422,2,10.5,80,Gas
walk/bicycle,38.0,0,omnivore,0.0,0.0,0.0,0.0,['Glass'],43.0,,1890.0,2,11.2,53,Electric
public,17.666965760596366,0,vegetarian,16.928735363573185,881.6881006777011,37.501660241313786,714.4146436737498,23.14780604998756,6.321493816262027,none,1331.0466712436778,3,10.7,36,Electric
private,9719.0,0,pescatarian,0.0,0.0,0.0,0.0,['Paper'],4.0,electric,1269.0,2,18.1,60,
public,20.282538378291846,3,vegetarian,11.905005255333625,613.76254619347,153.02633603720938,3630.2613917472454,22.806745092967816,7.603159796156456,hybrid,2789.9206038782672,4,15.5,25,Gas
walk/bicycle,15.888890898421886,0,vegetarian,8.471710379743591,972.8913389424889,43.52492741967902,1996.4084131675263,81.99583885081043,3.3319697523164393,diesel,1852.1171115258974,3,12.6,58,Electric
public,17.565072841807016,4,omnivore,13.416592157120563,274.1789365459422,22.410282053935116,1246.619384567036,57.70366356894452,8.10721773878728,hybrid,1328.7587651703993,3,15.9,75,Electric
walk/bicycle,82.0,0,vegan,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Glass', 'Metal']",22.0,,790.0,2,12.1,56,Electric
private,4099.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Plastic', 'Glass']",25.0,electric,2538.0,3,22.5,46,
private,4105.0,0,omnivore,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Metal']",7.0,hybrid,2590.0,2,14.5,53,
public,40.70934036557543,2,omnivore,16.236444948388332,637.55847186377,55.85723889190535,4057.8898358145943,76.1073444595529,0.5370708260687052,diesel,2832.912552054412,4,10.8,53,Electric
private,2321.0,0,vegan,0.0,0.0,0.0,0.0,"['Glass', 'Metal']",16.0,electric,3289.0,3,24.1,45,
private,9460.0,0,omnivore,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Glass']",46.0,diesel,3575.0,4,10.2,60,
walk/bicycle,50.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Plastic', 'Glass', 'Metal']",29.0,,1809.0,2,11.8,66,Electric
public,754.0,0,pescatarian,0.0,0.0,0.0,0.0,['Metal'],43.0,,2564.0,3,12.3,60,Electric
walk/bicycle,83.0,0,vegetarian,0.0,0.0,0.0,0.0,['Paper'],29.0,,2126.0,2,11.6,58,Electric
public,1651.0,0,pescatarian,0.0,0.0,0.0,0.0,['Plastic'],34.0,,1337.0,2,11.1,59,Electric
walk/bicycle,23.29929487379159,2,vegan,18.93969867782693,360.0539226986542,53.45805730342168,2281.8437697765034,79.34282641379657,6.644312877157162,none,1492.792215379671,3,9.4,83,Electric
public,1779.0,0,omnivore,0.0,0.0,0.0,0.0,[],7.0,,1415.0,2,10.4,65,Electric
walk/bicycle,31.0,0,vegan,0.0,0.0,0.0,0.0,"['Glass', 'Metal']",23.0,,1359.0,2,12.4,59,Electric
private,724.0,0,pescatarian,0.0,0.0,0.0,0.0,['Metal'],33.0,electric,3272.0,3,25.2,46,
private,9846.0,0,vegan,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Glass']",21.0,petrol,4335.0,4,8.3,38,
public,34.86915127168275,2,omnivore,3.7304127147561372,573.7684960433036,121.6922750177608,4657.001621639585,32.05613483338821,4.158897811704415,none,3019.232552873584,4,9.5,31,Gas
walk/bicycle,18.0,0,omnivore,0.0,0.0,0.0,0.0,"['Paper', 'Plastic']",35.0,,2009.0,2,13.0,54,Electric
private,6343.0,0,pescatarian,0.0,0.0,0.0,0.0,[],36.0,petrol,3508.0,4,9.2,78,
private,17.525108275335917,1,omnivore,6.807160469325694,828.1902468763867,23.250214667869184,4361.10636838435,47.35242284139495,7.022769814826974,none,2668.997615007796,4,11.7,33,Gas
walk/bicycle,93.0,0,vegan,0.0,0.0,0.0,0.0,['Paper'],35.0,,2307.0,2,11.5,66,Electric
walk/bicycle,86.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Paper', 'Glass', 'Metal']",50.0,,2178.0,3,11.9,67,Electric
walk/bicycle,30.726838310008937,1,omnivore,11.962753183876941,371.09140175406463,47.50658750561598,2603.8663168762478,32.16235594372778,4.286662655599391,petrol,1882.1720118089959,3,10.0,31,Electric
walk/bicycle,42.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Glass', 'Metal']",49.0,,2822.0,3,12.1,53,Electric
private,9828.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Glass', 'Metal']",33.0,diesel,4490.0,4,9.2,38,
